Ticker,Entry Z,Window,Strategy Return,Buy Hold Return,Outperformance,Sharpe,Sortino,Profit Factor,Max Drawdown,Trades,Closed Trades,Win Rate,Avg Trade Return,Exposure Time,Return Per Exposure,Score
AMD,-1.5,10,-0.17739415425655647,0.6782043118470997,-0.8555984661036562,-0.06477002610053818,-0.05925033829322849,0.9817109740663701,-0.5538821273422001,34,34,0.6470588235294118,-0.0021194727097068665,0.34062140391254314,-0.5207956758410391,-999.0
AMD,-1.0,20,-0.28561287975237004,0.5001056191821842,-0.7857184989345543,-0.140102676206569,-0.1281079026583505,0.9636530575738305,-0.507014171174343,24,24,0.5833333333333334,-0.007692358781241253,0.4109429569266589,-0.6950183107855123,-999.0
AMD,-1.0,10,-0.30639799048557104,0.6782043118470997,-0.9846023023326708,-0.20344617053797784,-0.19693439950476258,0.9475529289140431,-0.593775910913345,41,41,0.5853658536585366,-0.00554402756552745,0.3866513233601841,-0.7924400408689323,-999.0
TSLA,-2.5,50,0.23790276266042398,0.5612312046502597,-0.3233284419898357,0.36046669147529,0.3020993709547043,1.1252248256126924,-0.5693814892182354,6,6,0.8333333333333334,0.057475839921734495,0.26417370325693607,0.9005542933584086,-999.0
TSLA,-2.5,20,0.38458557911002345,0.5779495869304876,-0.19336400782046415,0.5286535233511084,0.2894412225119797,1.2800034346653841,-0.34059750790738164,8,8,0.75,0.046392262110701354,0.12572759022118743,3.058879744958427,-999.0
TSLA,-2.5,10,0.03134586532253403,0.7186792558834267,-0.6873333905608927,0.14251306753094228,0.040828976985354586,1.1281698231648294,-0.1738044400511054,3,3,0.3333333333333333,0.012727575537461844,0.03452243958573072,0.9079852321760691,-999.0
TSLA,-2.0,50,0.03449806232560504,0.5612312046502597,-0.5267331423246546,0.21076610344617022,0.18572610069252016,1.0648522527554414,-0.56753830792567,7,7,0.7142857142857143,0.021521613081211144,0.31966224366706875,0.10792035346387388,-999.0
TSLA,-1.5,50,-0.3406208666211945,0.5612312046502597,-0.9018520712714542,-0.13467176582143653,-0.11908195025171268,0.9619035105635169,-0.631414879450971,7,7,0.42857142857142855,-0.03925332482356138,0.3401688781664656,-1.0013287178332277,-999.0
NVDA,-1.5,50,0.2128662852658043,5.962028563745385,-5.749162278479581,0.34704402865916173,0.2683154642205462,1.1204750303527937,-0.415633249560618,7,7,0.5714285714285714,0.03828127950519505,0.22074788902291917,0.9642959042915398,-999.0
TSLA,-1.5,10,-0.4745521193411364,0.7186792558834267,-1.1932313752245631,-0.30827947285440616,-0.2600737022141295,0.9116931706618698,-0.7513869409080973,34,34,0.5882352941176471,-0.012389080437538185,0.32105868814729577,-1.4780852749370879,-999.0
TSLA,-1.0,50,-0.3253511511479187,0.5612312046502597,-0.8865823557981783,-0.10500897399112981,-0.09451961138058068,0.9708100168179885,-0.6314148794509713,8,8,0.375,-0.030202817055221612,0.3546441495778046,-0.9174017153116482,-999.0
TSLA,-1.0,20,-0.3326056121520592,0.5779495869304876,-0.9105551990825468,-0.0850156602429234,-0.07770691641164809,0.9767231996606663,-0.6241289441857278,24,24,0.5833333333333334,-0.010250586707416348,0.37834691501746215,-0.8791022179649811,-999.0
NVDA,-2.5,50,0.024662322066000497,5.962028563745385,-5.937366241679384,0.12367479027301093,0.05416860889973567,1.090960227846308,-0.20113710544309005,1,1,1.0,0.025682159585728614,0.047044632086851626,0.5242324357106259,-999.0
NVDA,-2.5,20,0.6600949246826207,5.779541790899045,-5.119446866216425,1.4585209690576644,0.6720220935808926,3.8179245640382287,-0.04869350232969061,5,5,1.0,0.10860489534478365,0.04074505238649592,16.200615437210605,-999.0
NVDA,-2.5,10,0.0,6.451810935522009,-6.451810935522009,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-999.0
NVDA,-2.0,50,0.12285146117573231,5.962028563745385,-5.839177102569653,0.2657505010959441,0.18878375726938196,1.098917983170475,-0.35035898557093526,5,5,0.4,0.031770313642271876,0.19179734620024125,0.6405274296520886,-999.0
AMZN,-2.5,50,0.016174820214992947,0.2774213631103417,-0.26124654289534877,0.13030412710136394,0.09689755819233735,1.0505517624494642,-0.25096175679209676,4,4,0.5,0.006728847350135875,0.19179734620024125,0.08433286766181858,-999.0
